utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_024808,SIM,1;09.02,SIM,"vynka tvori [: otvori] Moni, tvori [: otvori] Moni .","['vynka', 'otvori', 'Moni', ',', 'otvori', 'Moni', '.']","['vynka', 'otvori', 'moni', ',', 'otvori', 'moni', '.']","['vynka', 'otvori', 'moni', 'otvori', 'moni']",5,"Вънка твори [: отвори] мони, твори [: отвори] мони .","['вънка', 'твори', 'отвори', 'мони', 'твори', 'отвори', 'мони']","Вънка твори мони , твори мони .","Вънка отвори мони , отвори мони .",,вънка отвори мони отвори мони
UTT_024809,SIM,1;09.02,SIM,"Moni tvori [: otvori], tvori [: otvori] .","['Moni', 'otvori', ',', 'otvori', '.']","['moni', 'otvori', ',', 'otvori', '.']","['moni', 'otvori', 'otvori']",3,"Мони твори [: отвори], твори [: отвори] .","['мони', 'твори', 'отвори', 'твори', 'отвори']","Мони твори , твори .",Мони отвори отвори .,,мони отвори отвори
UTT_024811,SIM,1;09.02,SIM,"a, mama stesna [: stresna] mama .","['a', ',', 'mama', 'stresna', 'mama', '.']","['a', ',', 'mama', 'stresna', 'mama', '.']","['a', 'mama', 'stresna', 'mama']",4,"А, мама стесна [: стресна] мама .","['а', 'мама', 'стесна', 'стресна', 'мама']","А , мама стесна мама .","А , мама стресна мама .","А , мама стресна мама .",а мама стресна мама
UTT_024814,SIM,1;09.02,SIM,"Desa, Desa .","['Desa', ',', 'Desa', '.']","['desa', ',', 'desa', '.']","['desa', 'desa']",2,"Деса, деса .","['деса', 'деса']","Деса , деса .","Деса , деса .",,деса деса
UTT_024815,SIM,1;09.02,SIM,"tvori [: otvori] mama, tvori [: otvori] .","['otvori', 'mama', ',', 'otvori', '.']","['otvori', 'mama', ',', 'otvori', '.']","['otvori', 'mama', 'otvori']",3,"Твори [: отвори] мама, твори [: отвори] .","['твори', 'отвори', 'мама', 'твори', 'отвори']","Твори мама , твори .","отвори мама , отвори .",,отвори мама отвори
UTT_024817,SIM,1;09.02,SIM,"tvori [: otvori], tvori [: otvori] .","['otvori', ',', 'otvori', '.']","['otvori', ',', 'otvori', '.']","['otvori', 'otvori']",2,"Твори [: отвори], твори [: отвори] .","['твори', 'отвори', 'твори', 'отвори']","Твори , твори .",отвори отвори .,"Отвори , отвори .",отвори отвори
UTT_024819,SIM,1;09.02,SIM,tvori [: otvori] mama .,"['otvori', 'mama', '.']","['otvori', 'mama', '.']","['otvori', 'mama']",2,Твори [: отвори] мама .,"['твори', 'отвори', 'мама']",Твори мама .,отвори мама .,,отвори мама
UTT_024820,SIM,1;09.02,SIM,"tvori [: otvori] mama, tvori [: otvori], tvori [: otvori] .","['otvori', 'mama', ',', 'otvori', ',', 'otvori', '.']","['otvori', 'mama', ',', 'otvori', ',', 'otvori', '.']","['otvori', 'mama', 'otvori', 'otvori']",4,"Твори [: отвори] мама, твори [: отвори], твори [: отвори] .","['твори', 'отвори', 'мама', 'твори', 'отвори', 'твори', 'отвори']","Твори мама , твори , твори .","отвори мама , отвори отвори .",,отвори мама отвори отвори
UTT_024822,SIM,1;09.02,SIM,"op, mushne mama, mushne, mushne vynka .","['op', ',', 'mushne', 'mama', ',', 'mushne', ',', 'mushne', 'vynka', '.']","['op', ',', 'mushne', 'mama', ',', 'mushne', ',', 'mushne', 'vynka', '.']","['op', 'mushne', 'mama', 'mushne', 'mushne', 'vynka']",6,"Оп, мушне мама, мушне, мушне вънка .","['оп', 'мушне', 'мама', 'мушне', 'мушне', 'вънка']","Оп , мушне мама , мушне , мушне вънка .","Оп , мушне мама , мушне , мушне вънка .",,оп мушне мама мушне мушне вънка
UTT_024823,SIM,1;09.02,SIM,"ela vynka [: vyn], ela .","['ela', 'vyn', ',', 'ela', '.']","['ela', 'vyn', ',', 'ela', '.']","['ela', 'vyn', 'ela']",3,"Ела вънка [: вън], ела .","['ела', 'вънка', 'вън', 'ела']","Ела вънка , ела .",Ела вън ела .,,ела вън ела
UTT_024827,SIM,1;09.02,SIM,"kochim [: skochim], kochim [: skochim] .","['skochim', ',', 'skochim', '.']","['skochim', ',', 'skochim', '.']","['skochim', 'skochim']",2,"Кочим [: скочим], кочим [: скочим] .","['кочим', 'скочим', 'кочим', 'скочим']","Кочим , кочим .",скочим скочим .,,скочим скочим
UTT_024829,SIM,1;09.02,SIM,ikam [: iskam] kichka [: rychichka] .,"['iskam', 'rychichka', '.']","['iskam', 'rychichka', '.']","['iskam', 'rychichka']",2,Икам [: искам] кичка [: ръчичка] .,"['икам', 'искам', 'кичка', 'ръчичка']",Икам кичка .,искам ръчичка .,Искам ръчичка .,искам ръчичка
UTT_024830,SIM,1;09.02,SIM,"a, vynka [: vyn] .","['a', ',', 'vyn', '.']","['a', ',', 'vyn', '.']","['a', 'vyn']",2,"А, вънка [: вън] .","['а', 'вънка', 'вън']","А , вънка .","А , вън .",,а вън
UTT_024831,SIM,1;09.02,SIM,baba otiva baba .,"['baba', 'otiva', 'baba', '.']","['baba', 'otiva', 'baba', '.']","['baba', 'otiva', 'baba']",3,Баба отива баба .,"['баба', 'отива', 'баба']",Баба отива баба .,Баба отива баба .,,баба отива баба
UTT_024833,SIM,1;09.02,SIM,"Desa, Desa .","['Desa', ',', 'Desa', '.']","['desa', ',', 'desa', '.']","['desa', 'desa']",2,"Деса, деса .","['деса', 'деса']","Деса , деса .","Деса , деса .",,деса деса
UTT_024835,SIM,1;09.02,SIM,"Arina, Arina, Arina .","['Arina', ',', 'Arina', ',', 'Arina', '.']","['arina', ',', 'arina', ',', 'arina', '.']","['arina', 'arina', 'arina']",3,"Арина, арина, арина .","['арина', 'арина', 'арина']","Арина , арина , арина .","Арина , арина , арина .",,арина арина арина
UTT_024842,SIM,1;09.02,SIM,"mamo, mamo, mamo .","['mamo', ',', 'mamo', ',', 'mamo', '.']","['mamo', ',', 'mamo', ',', 'mamo', '.']","['mamo', 'mamo', 'mamo']",3,"Мамо, мамо, мамо .","['мамо', 'мамо', 'мамо']","Мамо , мамо , мамо .","Мамо , мамо , мамо .",,мамо мамо мамо
UTT_024844,SIM,1;09.02,SIM,"izjala, izjala .","['izjala', ',', 'izjala', '.']","['izjala', ',', 'izjala', '.']","['izjala', 'izjala']",2,"Изяла, изяла .","['изяла', 'изяла']","Изяла , изяла .","Изяла , изяла .",,изяла изяла
UTT_024845,SIM,1;09.02,SIM,"izjala, izjala, izjala .","['izjala', ',', 'izjala', ',', 'izjala', '.']","['izjala', ',', 'izjala', ',', 'izjala', '.']","['izjala', 'izjala', 'izjala']",3,"Изяла, изяла, изяла .","['изяла', 'изяла', 'изяла']","Изяла , изяла , изяла .","Изяла , изяла , изяла .",,изяла изяла изяла
UTT_024848,SIM,1;09.02,SIM,"panchenca [: parchenca], panchenca [: parchenca] .","['parchenca', ',', 'parchenca', '.']","['parchenca', ',', 'parchenca', '.']","['parchenca', 'parchenca']",2,"Панченца [: парченца], панченца [: парченца] .","['панченца', 'парченца', 'панченца', 'парченца']","Панченца , панченца .",парченца парченца .,,парченца парченца
UTT_024849,SIM,1;09.02,SIM,"pipa, pipa, pipa .","['pipa', ',', 'pipa', ',', 'pipa', '.']","['pipa', ',', 'pipa', ',', 'pipa', '.']","['pipa', 'pipa', 'pipa']",3,"Пипа, пипа, пипа .","['пипа', 'пипа', 'пипа']","Пипа , пипа , пипа .","Пипа , пипа , пипа .",,пипа пипа пипа
UTT_024852,SIM,1;09.02,SIM,"tozi chupen [: schupen], tozi chupen [: schupen], tozi chupen [: schupen] .","['tozi', 'schupen', ',', 'tozi', 'schupen', ',', 'tozi', 'schupen', '.']","['tozi', 'schupen', ',', 'tozi', 'schupen', ',', 'tozi', 'schupen', '.']","['tozi', 'schupen', 'tozi', 'schupen', 'tozi', 'schupen']",6,"Този чупен [: счупен], този чупен [: счупен], този чупен [: счупен] .","['този', 'чупен', 'счупен', 'този', 'чупен', 'счупен', 'този', 'чупен', 'счупен']","Този чупен , този чупен , този чупен .",Този счупен този счупен този счупен .,,този счупен този счупен този счупен
UTT_024854,SIM,1;09.02,SIM,vyrlja [: xvyrlja] mjata [: zemjata] .,"['xvyrlja', 'zemjata', '.']","['xvyrlja', 'zemjata', '.']","['xvyrlja', 'zemjata']",2,Върля [: xвърля] мята [: земята] .,"['върля', 'xвърля', 'мята', 'земята']",Върля мята .,xвърля земята .,,xвърля земята
UTT_024857,SIM,1;09.02,SIM,eti [: soleti] tori [: otvori] moga [: ne moga] .,"['soleti', 'otvori', 'ne', 'moga', '.']","['soleti', 'otvori', 'ne', 'moga', '.']","['soleti', 'otvori', 'ne', 'moga']",4,Ети [: солети] тори [: отвори] мога [: не мога] .,"['ети', 'солети', 'тори', 'отвори', 'мога', 'не', 'мога']",Ети тори мога .,солети не мога .,,солети не мога
UTT_024858,SIM,1;09.02,SIM,"mama tvori [: otvori], mama tvori [: otvori], tvori [: otvori] mama .","['mama', 'otvori', ',', 'mama', 'otvori', ',', 'otvori', 'mama', '.']","['mama', 'otvori', ',', 'mama', 'otvori', ',', 'otvori', 'mama', '.']","['mama', 'otvori', 'mama', 'otvori', 'otvori', 'mama']",6,"Мама твори [: отвори], мама твори [: отвори], твори [: отвори] мама .","['мама', 'твори', 'отвори', 'мама', 'твори', 'отвори', 'твори', 'отвори', 'мама']","Мама твори , мама твори , твори мама .",Мама отвори мама отвори отвори мама .,,мама отвори мама отвори отвори мама
UTT_024860,SIM,1;09.02,SIM,"tvori [: otvori], tvori [: otvori], tvori [: otvori] .","['otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', 'otvori', 'otvori']",3,"Твори [: отвори], твори [: отвори], твори [: отвори] .","['твори', 'отвори', 'твори', 'отвори', 'твори', 'отвори']","Твори , твори , твори .",отвори отвори отвори .,,отвори отвори отвори
UTT_024861,SIM,1;09.02,SIM,"vizh, ej tuka koteto vynka [: vyn] .","['vizh', ',', 'ej', 'tuka', 'koteto', 'vyn', '.']","['vizh', ',', 'ej', 'tuka', 'koteto', 'vyn', '.']","['vizh', 'ej', 'tuka', 'koteto', 'vyn']",5,"Виж, ей тука котето вънка [: вън] .","['виж', 'ей', 'тука', 'котето', 'вънка', 'вън']","Виж , ей тука котето вънка .","Виж , ей тука котето вън .",,виж ей тука котето вън
UTT_024862,SIM,1;09.02,SIM,vlezem kochim [: skochim] .,"['vlezem', 'skochim', '.']","['vlezem', 'skochim', '.']","['vlezem', 'skochim']",2,Влезем кочим [: скочим] .,"['влезем', 'кочим', 'скочим']",Влезем кочим .,Влезем скочим .,Влезем скочим .,влезем скочим
UTT_024863,SIM,1;09.02,SIM,"a, kochim [: skochim] .","['a', ',', 'skochim', '.']","['a', ',', 'skochim', '.']","['a', 'skochim']",2,"А, кочим [: скочим] .","['а', 'кочим', 'скочим']","А , кочим .","А , скочим .",,а скочим
UTT_024864,SIM,1;09.02,SIM,apjat [: hapjat] koteto dugoto [: drugoto] .,"['hapjat', 'koteto', 'drugoto', '.']","['hapjat', 'koteto', 'drugoto', '.']","['hapjat', 'koteto', 'drugoto']",3,Апят [: хапят] котето дугото [: другото] .,"['апят', 'хапят', 'котето', 'дугото', 'другото']",Апят котето дугото .,хапят котето другото .,,хапят котето другото
UTT_024868,SIM,1;09.02,SIM,"njama baloni, njama baloni, njama .","['njama', 'baloni', ',', 'njama', 'baloni', ',', 'njama', '.']","['njama', 'baloni', ',', 'njama', 'baloni', ',', 'njama', '.']","['njama', 'baloni', 'njama', 'baloni', 'njama']",5,"Няма балони, няма балони, няма .","['няма', 'балони', 'няма', 'балони', 'няма']","Няма балони , няма балони , няма .","Няма балони , няма балони , няма .",,няма балони няма балони няма
UTT_024875,SIM,1;09.03,SIM,"med, mama .","['med', ',', 'mama', '.']","['med', ',', 'mama', '.']","['med', 'mama']",2,"Мед, мама .","['мед', 'мама']","Мед , мама .","Мед , мама .",,мед мама
UTT_024889,SIM,1;09.03,SIM,ikam [: iskam] med .,"['iskam', 'med', '.']","['iskam', 'med', '.']","['iskam', 'med']",2,Икам [: искам] мед .,"['икам', 'искам', 'мед']",Икам мед .,искам мед .,,искам мед
UTT_024893,SIM,1;09.03,SIM,"eto mi, eto mi .","['eto', 'mi', ',', 'eto', 'mi', '.']","['eto', 'mi', ',', 'eto', 'mi', '.']","['eto', 'mi', 'eto', 'mi']",4,"Ето ми, ето ми .","['ето', 'ми', 'ето', 'ми']","Ето ми , ето ми .","Ето ми , ето ми .",,ето ми ето ми
UTT_024896,SIM,1;09.03,SIM,"kak, kak .","['kak', ',', 'kak', '.']","['kak', ',', 'kak', '.']","['kak', 'kak']",2,"Как, как .","['как', 'как']","Как , как .","Как , как .",,как как
UTT_024905,SIM,1;09.03,SIM,"mami, mami .","['mami', ',', 'mami', '.']","['mami', ',', 'mami', '.']","['mami', 'mami']",2,"Мами, мами .","['мами', 'мами']","Мами , мами .","Мами , мами .","Мами , мами .",мами мами
UTT_024906,SIM,1;09.03,SIM,pusna mama .,"['pusna', 'mama', '.']","['pusna', 'mama', '.']","['pusna', 'mama']",2,Пусна мама .,"['пусна', 'мама']",Пусна мама .,Пусна мама .,Пусна мама .,пусна мама
UTT_024909,SIM,1;09.03,SIM,ne ikashe [: ne iskashe] .,"['ne', 'ne', 'iskashe', '.']","['ne', 'ne', 'iskashe', '.']","['ne', 'ne', 'iskashe']",3,Не икаше [: не искаше] .,"['не', 'икаше', 'не', 'искаше']",Не икаше .,не искаше .,,не искаше
UTT_024910,SIM,1;09.03,SIM,"jade Moni, jade .","['jade', 'Moni', ',', 'jade', '.']","['jade', 'moni', ',', 'jade', '.']","['jade', 'moni', 'jade']",3,"Яде мони, яде .","['яде', 'мони', 'яде']","Яде мони , яде .","Яде мони , яде .",,яде мони яде
UTT_024917,SIM,1;09.03,SIM,sirene jadesh .,"['sirene', 'jadesh', '.']","['sirene', 'jadesh', '.']","['sirene', 'jadesh']",2,Сирене ядеш .,"['сирене', 'ядеш']",Сирене ядеш .,Сирене ядеш .,,сирене ядеш
UTT_024958,SIM,1;09.03,SIM,tova e zeleno .,"['tova', 'e', 'zeleno', '.']","['tova', 'e', 'zeleno', '.']","['tova', 'e', 'zeleno']",3,Това е зелено .,"['това', 'е', 'зелено']",Това е зелено .,Това е зелено .,Това е зелено .,това е зелено
UTT_024959,SIM,1;09.03,SIM,"ima, ima .","['ima', ',', 'ima', '.']","['ima', ',', 'ima', '.']","['ima', 'ima']",2,"Има, има .","['има', 'има']","Има , има .","Има , има .",,има има
UTT_024963,SIM,1;09.03,SIM,"kote, kote, kote, kote .","['kote', ',', 'kote', ',', 'kote', ',', 'kote', '.']","['kote', ',', 'kote', ',', 'kote', ',', 'kote', '.']","['kote', 'kote', 'kote', 'kote']",4,"Коте, коте, коте, коте .","['коте', 'коте', 'коте', 'коте']","Коте , коте , коте , коте .","Коте , коте , коте , коте .",,коте коте коте коте
UTT_024971,SIM,1;09.03,SIM,biram [: sybiram] tuka .,"['sybiram', 'tuka', '.']","['sybiram', 'tuka', '.']","['sybiram', 'tuka']",2,Бирам [: събирам] тука .,"['бирам', 'събирам', 'тука']",Бирам тука .,събирам тука .,,събирам тука
